Codice|CAM|Tipologia / Famiglia|Capitolo|Voce|Articolo|Unità di misura|Prezzo senza S. G.|Prezzo|Utili di impresa|Spese generali|Di cui oneri di sicurezza afferenti l'impresa|Di cui oneri di sicurezza afferenti l'impresa %|Incidenza Manodopera indiretta sul totale|Manodopera|Incidenza Manodopera diretta sul totale|Manodopera|Incidenza Oneri di sicurezza sul totale|Scostamento % senza S. G.2025|Scostamento % su anno 2025
"CAM26_U02.050.020.A"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 300 mm"|"m"|"98.95375"|"127.35"|"11.57759"|"16.82214"|"0.84111"|"5,00"|"4,96"|"6.31260"|"4,96"|"6.31260"|"0,66"|""|""
"CAM26_U02.050.020.AA"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 2700 mm"|"m"|"3334.91557"|"4292.04"|"390.18512"|"566.93565"|"28.34678"|"5,00"|"1,01"|"43.48680"|"1,01"|"43.48680"|"0,66"|""|""
"CAM26_U02.050.020.AB"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 2800 mm"|"m"|"3564.84325"|"4587.95"|"417.08666"|"606.02335"|"30.30117"|"5,00"|"1,10"|"50.50080"|"1,10"|"50.50080"|"0,66"|""|""
"CAM26_U02.050.020.AC"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 2900 mm"|"m"|"3820.11976"|"4916.49"|"446.95401"|"649.42036"|"32.47102"|"5,00"|"1,16"|"56.81340"|"1,16"|"56.81340"|"0,66"|""|""
"CAM26_U02.050.020.AD"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 3000 mm"|"m"|"4166.26861"|"5361.99"|"487.45343"|"708.26566"|"35.41328"|"5,00"|"1,12"|"60.32040"|"1,12"|"60.32040"|"0,66"|""|""
"CAM26_U02.050.020.B"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 350 mm"|"m"|"113.58558"|"146.18"|"13.28951"|"19.30955"|"0.96548"|"5,00"|"4,32"|"6.31260"|"4,32"|"6.31260"|"0,66"|""|""
"CAM26_U02.050.020.C"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 400 mm"|"m"|"129.32584"|"166.44"|"15.13112"|"21.98539"|"1.09927"|"5,00"|"4,21"|"7.01400"|"4,21"|"7.01400"|"0,66"|""|""
"CAM26_U02.050.020.D"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 450 mm"|"m"|"153.63526"|"197.73"|"17.97533"|"26.11799"|"1.30590"|"5,00"|"3,90"|"7.71540"|"3,90"|"7.71540"|"0,66"|""|""
"CAM26_U02.050.020.E"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 500 mm"|"m"|"178.78571"|"230.10"|"20.91793"|"30.39357"|"1.51968"|"5,00"|"3,35"|"7.71540"|"3,35"|"7.71540"|"0,66"|""|""
"CAM26_U02.050.020.F"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 600 mm"|"m"|"242.98884"|"312.73"|"28.42969"|"41.30810"|"2.06541"|"5,00"|"2,69"|"8.41680"|"2,69"|"8.41680"|"0,66"|""|""
"CAM26_U02.050.020.G"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 700 mm"|"m"|"294.96075"|"379.61"|"34.51041"|"50.14333"|"2.50717"|"5,00"|"2,22"|"8.41680"|"2,22"|"8.41680"|"0,66"|""|""
"CAM26_U02.050.020.H"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 800 mm"|"m"|"362.20162"|"466.15"|"42.37759"|"61.57428"|"3.07871"|"5,00"|"1,96"|"9.11820"|"1,96"|"9.11820"|"0,66"|""|""
"CAM26_U02.050.020.I"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 900 mm"|"m"|"435.59085"|"560.61"|"50.96413"|"74.05044"|"3.70252"|"5,00"|"1,75"|"9.81960"|"1,75"|"9.81960"|"0,66"|""|""
"CAM26_U02.050.020.J"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 1000 mm"|"m"|"539.17048"|"693.91"|"63.08295"|"91.65898"|"4.58295"|"5,00"|"1,42"|"9.81960"|"1,42"|"9.81960"|"0,66"|""|""
"CAM26_U02.050.020.K"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 1100 mm"|"m"|"643.70857"|"828.45"|"75.31390"|"109.43046"|"5.47152"|"5,00"|"1,27"|"10.52100"|"1,27"|"10.52100"|"0,66"|""|""
"CAM26_U02.050.020.L"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 1200 mm"|"m"|"736.74689"|"948.19"|"86.19939"|"125.24697"|"6.26235"|"5,00"|"1,18"|"11.22240"|"1,18"|"11.22240"|"0,66"|""|""
"CAM26_U02.050.020.M"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 1300 mm"|"m"|"890.70202"|"1146.33"|"104.21214"|"151.41934"|"7.57097"|"5,00"|"1,10"|"12.62520"|"1,10"|"12.62520"|"0,66"|""|""
"CAM26_U02.050.020.N"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 1400 mm"|"m"|"1005.47470"|"1294.05"|"117.64054"|"170.93070"|"8.54654"|"5,00"|"1,08"|"14.02800"|"1,08"|"14.02800"|"0,66"|""|""
"CAM26_U02.050.020.O"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 1500 mm"|"m"|"1110.92163"|"1429.76"|"129.97783"|"188.85668"|"9.44283"|"5,00"|"1,18"|"16.83360"|"1,18"|"16.83360"|"0,66"|""|""
"CAM26_U02.050.020.P"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 1600 mm"|"m"|"1262.61579"|"1624.99"|"147.72605"|"214.64468"|"10.73223"|"5,00"|"1,08"|"17.53500"|"1,08"|"17.53500"|"0,66"|""|""
"CAM26_U02.050.020.Q"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 1700 mm"|"m"|"1406.66324"|"1810.38"|"164.57960"|"239.13275"|"11.95664"|"5,00"|"0,97"|"17.53500"|"0,97"|"17.53500"|"0,66"|""|""
"CAM26_U02.050.020.R"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 1800 mm"|"m"|"1543.78553"|"1986.85"|"180.62291"|"262.44354"|"13.12218"|"5,00"|"0,92"|"18.23640"|"0,92"|"18.23640"|"0,66"|""|""
"CAM26_U02.050.020.S"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 1900 mm"|"m"|"1744.66233"|"2245.38"|"204.12549"|"296.59260"|"14.82963"|"5,00"|"0,84"|"18.93780"|"0,84"|"18.93780"|"0,66"|""|""
"CAM26_U02.050.020.T"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 2000 mm"|"m"|"1900.61534"|"2446.09"|"222.37200"|"323.10461"|"16.15523"|"5,00"|"0,80"|"19.63920"|"0,80"|"19.63920"|"0,66"|""|""
"CAM26_U02.050.020.U"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 2100 mm"|"m"|"2061.83714"|"2653.58"|"241.23495"|"350.51231"|"17.52562"|"5,00"|"0,79"|"21.04200"|"0,79"|"21.04200"|"0,66"|""|""
"CAM26_U02.050.020.V"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 2200 mm"|"m"|"2238.06651"|"2880.39"|"261.85378"|"380.47131"|"19.02357"|"5,00"|"0,80"|"23.14620"|"0,80"|"23.14620"|"0,66"|""|""
"CAM26_U02.050.020.W"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 2300 mm"|"m"|"2440.13061"|"3140.45"|"285.49528"|"414.82220"|"20.74111"|"5,00"|"0,83"|"25.95180"|"0,83"|"25.95180"|"0,66"|""|""
"CAM26_U02.050.020.X"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 2400 mm"|"m"|"2708.16134"|"3485.40"|"316.85488"|"460.38743"|"23.01937"|"5,00"|"0,80"|"28.05600"|"0,80"|"28.05600"|"0,66"|""|""
"CAM26_U02.050.020.Y"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 2500 mm"|"m"|"2919.55472"|"3757.47"|"341.58790"|"496.32430"|"24.81622"|"5,00"|"0,86"|"32.26440"|"0,86"|"32.26440"|"0,66"|""|""
"CAM26_U02.050.020.Z"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 1 - SN 10000"|"Tubazione in resina termoindurente, rinforzata con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 1 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 1 - SN 10000 DN 2600 mm"|"m"|"3136.93970"|"4037.24"|"367.02195"|"533.27975"|"26.66399"|"5,00"|"0,94"|"37.87560"|"0,94"|"37.87560"|"0,66"|""|""
"CAM26_U02.050.040.A"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 300 mm"|"m"|"98.95375"|"127.35"|"11.57759"|"16.82214"|"0.84111"|"5,00"|"4,96"|"6.31260"|"4,96"|"6.31260"|"0,66"|""|""
"CAM26_U02.050.040.AA"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 2700 mm"|"m"|"2846.75240"|"3663.77"|"333.07003"|"483.94791"|"24.19740"|"5,00"|"1,19"|"43.48680"|"1,19"|"43.48680"|"0,66"|""|""
"CAM26_U02.050.040.AB"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 2800 mm"|"m"|"2990.43157"|"3848.69"|"349.88049"|"508.37337"|"25.41867"|"5,00"|"1,31"|"50.50080"|"1,31"|"50.50080"|"0,66"|""|""
"CAM26_U02.050.040.AC"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 2900 mm"|"m"|"3191.11396"|"4106.96"|"373.36033"|"542.48937"|"27.12447"|"5,00"|"1,38"|"56.81340"|"1,38"|"56.81340"|"0,66"|""|""
"CAM26_U02.050.040.AD"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 3000 mm"|"m"|"3471.78169"|"4468.18"|"406.19846"|"590.20289"|"29.51014"|"5,00"|"1,35"|"60.32040"|"1,35"|"60.32040"|"0,66"|""|""
"CAM26_U02.050.040.B"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 350 mm"|"m"|"111.16480"|"143.07"|"13.00628"|"18.89802"|"0.94490"|"5,00"|"4,41"|"6.31260"|"4,41"|"6.31260"|"0,66"|""|""
